NDC	MAPB_id	drug_id	MAPB_name	drug_name	new_sort
42291064501	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
42291064601	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
42291064601	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
42291065890	d04514	d04514	pantoprazole	pantoprazole	256
42291065910	d04514	d04514	pantoprazole	pantoprazole	256
42291065990	d04514	d04514	pantoprazole	pantoprazole	256
42291067701	d00343	d00343	piroxicam	piroxicam	268
42291067750	d00343	d00343	piroxicam	piroxicam	268
42291072210	d04448	d04448	rabeprazole	rabeprazole	285
42291074290	d04851	d04851	rosuvastatin	rosuvastatin	299
42291074390	d04851	d04851	rosuvastatin	rosuvastatin	299
42291074490	d04851	d04851	rosuvastatin	rosuvastatin	299
42291074590	d04851	d04851	rosuvastatin	rosuvastatin	299
42291075801	d00119	d00124	sulfamethoxazole	sulfamethoxazole-trimethoprim	382
42291075850	d00119	d00124	sulfamethoxazole	sulfamethoxazole-trimethoprim	382
42291075901	d00119	d00124	sulfamethoxazole	sulfamethoxazole-trimethoprim	382
42291075912	d00119	d00124	sulfamethoxazole	sulfamethoxazole-trimethoprim	382
42291075950	d00119	d00124	sulfamethoxazole	sulfamethoxazole-trimethoprim	382
42291083290	d00049	d04766	acetaminophen	acetaminophen-tramadol	4
42291083290	d03826	d04766	tramadol	acetaminophen-tramadol	347
42291089290	d03181	d03181	venlafaxine	venlafaxine	364
42291089390	d03181	d03181	venlafaxine	venlafaxine	364
42291089550	d03181	d03181	venlafaxine	venlafaxine	364
42291089590	d03181	d03181	venlafaxine	venlafaxine	364
42291089650	d03181	d03181	venlafaxine	venlafaxine	364
42291089690	d03181	d03181	venlafaxine	venlafaxine	364
42291089790	d03181	d03181	venlafaxine	venlafaxine	364
42291089890	d03181	d03181	venlafaxine	venlafaxine	364
42291089990	d03181	d03181	venlafaxine	venlafaxine	364
42292001016	d04749	d04749	esomeprazole	esomeprazole	126
42292001106	d00035	d00817	chloroquine	hydroxychloroquine	63
42292001920	d05355	d05355	duloxetine	duloxetine	106
42292002120	d05355	d05355	duloxetine	duloxetine	106
42292002808	d00119	d00124	sulfamethoxazole	sulfamethoxazole-trimethoprim	382
42292002920	d04851	d04851	rosuvastatin	rosuvastatin	299
42292003020	d04851	d04851	rosuvastatin	rosuvastatin	299
42292003120	d04851	d04851	rosuvastatin	rosuvastatin	299
42292003220	d04851	d04851	rosuvastatin	rosuvastatin	299
42494034001	d00038	d00038	flucytosine	flucytosine	139
42543000101	d00134	d00134	metoprolol	metoprolol	214
42543000110	d00134	d00134	metoprolol	metoprolol	214
42543000201	d00134	d00134	metoprolol	metoprolol	214
42543000210	d00134	d00134	metoprolol	metoprolol	214
42543000301	d00134	d00134	metoprolol	metoprolol	214
42543000310	d00134	d00134	metoprolol	metoprolol	214
42543009801	d00170	d03457	aspirin	aspirin/butalbital/caffeine	26
42543011401	d00343	d00343	piroxicam	piroxicam	268
42543011501	d00343	d00343	piroxicam	piroxicam	268
42543043401	d00960	d00960	carisoprodol	carisoprodol	54
42543070001	d00960	d00960	carisoprodol	carisoprodol	54
42543070005	d00960	d00960	carisoprodol	carisoprodol	54
42543070010	d00960	d00960	carisoprodol	carisoprodol	54
42543070210	d04099	d04099	donepezil	donepezil	101
42543070230	d04099	d04099	donepezil	donepezil	101
42543070290	d04099	d04099	donepezil	donepezil	101
42543070310	d04099	d04099	donepezil	donepezil	101
42543070330	d04099	d04099	donepezil	donepezil	101
42543070390	d04099	d04099	donepezil	donepezil	101
42543071305	d04258	d04258	clopidogrel	clopidogrel	71
42543071310	d04258	d04258	clopidogrel	clopidogrel	71
42543071330	d04258	d04258	clopidogrel	clopidogrel	71
42543071390	d04258	d04258	clopidogrel	clopidogrel	71
42543072501	d00236	d00236	fluoxetine	fluoxetine	142
42543072510	d00236	d00236	fluoxetine	fluoxetine	142
42543072601	d00236	d00236	fluoxetine	fluoxetine	142
42543072610	d00236	d00236	fluoxetine	fluoxetine	142
42543072701	d00236	d00236	fluoxetine	fluoxetine	142
42543072705	d00236	d00236	fluoxetine	fluoxetine	142
42543072730	d00236	d00236	fluoxetine	fluoxetine	142
42571010001	d03864	d03864	glimepiride	glimepiride	156
42571010005	d03864	d03864	glimepiride	glimepiride	156
42571010105	d03864	d03864	glimepiride	glimepiride	156
42571010305	d03864	d03864	glimepiride	glimepiride	156
42571011010	d03821	d03821	losartan	losartan	201
42571011090	d03821	d03821	losartan	losartan	201
42571011110	d03821	d03821	losartan	losartan	201
42571011190	d03821	d03821	losartan	losartan	201
42571011210	d03821	d03821	losartan	losartan	201
42571011290	d03821	d03821	losartan	losartan	201
42571011901	d00049	d04766	acetaminophen	acetaminophen-tramadol	4
42571011901	d03826	d04766	tramadol	acetaminophen-tramadol	347
42571011905	d00049	d04766	acetaminophen	acetaminophen-tramadol	4
42571011905	d03826	d04766	tramadol	acetaminophen-tramadol	347
42571017601	d00343	d00343	piroxicam	piroxicam	268
42571017701	d00343	d00343	piroxicam	piroxicam	268
42747032730	d04137	d04137	toremifene	toremifene	345
42794008614	d04070	d04070	sodium phenylbutyrate	sodium phenylbutyrate	312
42806000501	d00329	d00329	oxycodone	oxycodone	250
42806000601	d00329	d00329	oxycodone	oxycodone	250
42806000701	d00329	d00329	oxycodone	oxycodone	250
42806000801	d00329	d00329	oxycodone	oxycodone	250
42806000901	d00329	d00329	oxycodone	oxycodone	250
42806001201	d00859	d00859	meclizine	meclizine	205
42806001210	d00859	d00859	meclizine	meclizine	205
42806001401	d00859	d00859	meclizine	meclizine	205
42806001410	d00859	d00859	meclizine	meclizine	205
42806001901	d04332	d04332	citalopram	citalopram	68
42806001910	d04332	d04332	citalopram	citalopram	68
42806002001	d04332	d04332	citalopram	citalopram	68
42806002010	d04332	d04332	citalopram	citalopram	68
42806002101	d04332	d04332	citalopram	citalopram	68
42806002110	d04332	d04332	citalopram	citalopram	68
42806011101	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
42806011201	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
42806011301	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
42847010310	d00217	d00217	doxepin	doxepin	102
42847010330	d00217	d00217	doxepin	doxepin	102
42847010610	d00217	d00217	doxepin	doxepin	102
42847010630	d00217	d00217	doxepin	doxepin	102
42858000101	d00329	d00329	oxycodone	oxycodone	250
42858000110	d00329	d00329	oxycodone	oxycodone	250
42858000201	d00329	d00329	oxycodone	oxycodone	250
42858000210	d00329	d00329	oxycodone	oxycodone	250
42858000301	d00329	d00329	oxycodone	oxycodone	250
42858000401	d00329	d00329	oxycodone	oxycodone	250
42858000501	d00329	d00329	oxycodone	oxycodone	250
42858006701	d04286	d04286	fenofibrate	fenofibrate	135
42858010201	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
42858010201	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
42858010250	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
42858010250	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
42858010301	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
42858010301	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
42858010350	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
42858010350	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
42858010401	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
42858010401	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
42858010450	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
42858010450	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
42858013401	d04286	d04286	fenofibrate	fenofibrate	135
42858020001	d04286	d04286	fenofibrate	fenofibrate	135
42858020101	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
42858020150	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
42858020201	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
42858020301	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
42858020350	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
42858045445	d04286	d04286	fenofibrate	fenofibrate	135
42858066045	d04286	d04286	fenofibrate	fenofibrate	135
42858070303	d03157	d03157	paroxetine	paroxetine	257
42858070503	d03157	d03157	paroxetine	paroxetine	257
42858070703	d03157	d03157	paroxetine	paroxetine	257
42858086706	d00866	d00866	dronabinol	dronabinol	103
42858086806	d00866	d00866	dronabinol	dronabinol	103
42858086906	d00866	d00866	dronabinol	dronabinol	103
43063000690	d00134	d00134	metoprolol	metoprolol	214
43063021030	d00134	d00134	metoprolol	metoprolol	214
43063021090	d00134	d00134	metoprolol	metoprolol	214
43063021190	d00134	d00134	metoprolol	metoprolol	214
43063037430	d04812	d04812	escitalopram	escitalopram	125
43063039590	d04532	d04532	meloxicam	meloxicam	207
43063039690	d04532	d04532	meloxicam	meloxicam	207
43063040010	d00112	d00112	nitrofurantoin	nitrofurantoin	233
43063054720	d00011	d00011	ciprofloxacin	ciprofloxacin	66
43063062430	d00134	d00134	metoprolol	metoprolol	214
43063068630	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43063068660	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43068010102	d07441	d07441	iloperidone	iloperidone	166
43068010202	d07441	d07441	iloperidone	iloperidone	166
43068010402	d07441	d07441	iloperidone	iloperidone	166
43068010602	d07441	d07441	iloperidone	iloperidone	166
43068010802	d07441	d07441	iloperidone	iloperidone	166
43068011002	d07441	d07441	iloperidone	iloperidone	166
43068011202	d07441	d07441	iloperidone	iloperidone	166
43199005301	d00049	d03456	acetaminophen	acetaminophen-butalbital	4
43292055540	d00426	d03140	ascorbic acid	multivitamin	380
43353003115	d04851	d04851	rosuvastatin	rosuvastatin	299
43353003145	d04851	d04851	rosuvastatin	rosuvastatin	299
43353003160	d04851	d04851	rosuvastatin	rosuvastatin	299
43353007230	d03826	d03826	tramadol	tramadol	347
43353007290	d03826	d03826	tramadol	tramadol	347
43353011215	d04332	d04332	citalopram	citalopram	68
43353011245	d04332	d04332	citalopram	citalopram	68
43353011260	d04332	d04332	citalopram	citalopram	68
43353036953	d00246	d00246	glipizide	glipizide	157
43353037960	d00246	d00246	glipizide	glipizide	157
43353085845	d00746	d00746	simvastatin	simvastatin	307
43386003860	d04803	d04803	voriconazole	voriconazole	368
43386005019	d00426	d01023	ascorbic acid	polyethylene glycol 3350 with electrolytes	380
43386006019	d00426	d01023	ascorbic acid	polyethylene glycol 3350 with electrolytes	380
43386008803	d04803	d04803	voriconazole	voriconazole	368
43386008903	d04803	d04803	voriconazole	voriconazole	368
43386009019	d00426	d01023	ascorbic acid	polyethylene glycol 3350 with electrolytes	380
43386035101	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43386035105	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43386035201	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43386035205	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43386035301	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43386035305	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43386035601	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43386035610	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43386035701	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43386035801	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43386045011	d00112	d00112	nitrofurantoin	nitrofurantoin	233
43386058030	d00298	d00298	metoclopramide	metoclopramide	213
43386058031	d00298	d00298	metoclopramide	metoclopramide	213
43386058130	d00298	d00298	metoclopramide	metoclopramide	213
43386058131	d00298	d00298	metoclopramide	metoclopramide	213
43386077001	d00038	d00038	flucytosine	flucytosine	139
43386092060	d00329	d00329	oxycodone	oxycodone	250
43478041003	d00321	d00321	nitroglycerin	nitroglycerin	234
43478041007	d00321	d00321	nitroglycerin	nitroglycerin	234
43547025410	d03847	d03847	carvedilol	carvedilol	55
43547025450	d03847	d03847	carvedilol	carvedilol	55
43547025510	d03847	d03847	carvedilol	carvedilol	55
43547025550	d03847	d03847	carvedilol	carvedilol	55
43547025610	d03847	d03847	carvedilol	carvedilol	55
43547025650	d03847	d03847	carvedilol	carvedilol	55
43547025710	d03847	d03847	carvedilol	carvedilol	55
43547025750	d03847	d03847	carvedilol	carvedilol	55
43547027503	d04099	d04099	donepezil	donepezil	101
43547027509	d04099	d04099	donepezil	donepezil	101
43547027511	d04099	d04099	donepezil	donepezil	101
43547027603	d04099	d04099	donepezil	donepezil	101
43547027609	d04099	d04099	donepezil	donepezil	101
43547027611	d04099	d04099	donepezil	donepezil	101
43547028010	d04812	d04812	escitalopram	escitalopram	125
43547028011	d04812	d04812	escitalopram	escitalopram	125
43547028110	d04812	d04812	escitalopram	escitalopram	125
43547028111	d04812	d04812	escitalopram	escitalopram	125
43547028210	d04812	d04812	escitalopram	escitalopram	125
43547028211	d04812	d04812	escitalopram	escitalopram	125
43547030203	d04825	d04825	aripiprazole	aripiprazole	22
43547030203	d04825	d04825	aripiprazole	aripiprazole	23
43547030303	d04825	d04825	aripiprazole	aripiprazole	22
43547030303	d04825	d04825	aripiprazole	aripiprazole	23
43547030403	d04825	d04825	aripiprazole	aripiprazole	22
43547030403	d04825	d04825	aripiprazole	aripiprazole	23
43547030503	d04825	d04825	aripiprazole	aripiprazole	22
43547030503	d04825	d04825	aripiprazole	aripiprazole	23
43547030603	d04825	d04825	aripiprazole	aripiprazole	22
43547030603	d04825	d04825	aripiprazole	aripiprazole	23
43547030703	d04825	d04825	aripiprazole	aripiprazole	22
43547030703	d04825	d04825	aripiprazole	aripiprazole	23
43547034703	d03157	d03157	paroxetine	paroxetine	257
43547034709	d03157	d03157	paroxetine	paroxetine	257
43547034711	d03157	d03157	paroxetine	paroxetine	257
43547034750	d03157	d03157	paroxetine	paroxetine	257
43547034803	d03157	d03157	paroxetine	paroxetine	257
43547034809	d03157	d03157	paroxetine	paroxetine	257
43547034811	d03157	d03157	paroxetine	paroxetine	257
43547034850	d03157	d03157	paroxetine	paroxetine	257
43547034903	d03157	d03157	paroxetine	paroxetine	257
43547034909	d03157	d03157	paroxetine	paroxetine	257
43547034911	d03157	d03157	paroxetine	paroxetine	257
43547034950	d03157	d03157	paroxetine	paroxetine	257
43547035003	d03157	d03157	paroxetine	paroxetine	257
43547035009	d03157	d03157	paroxetine	paroxetine	257
43547035011	d03157	d03157	paroxetine	paroxetine	257
43547035050	d03157	d03157	paroxetine	paroxetine	257
43547036009	d03821	d03821	losartan	losartan	201
43547036050	d03821	d03821	losartan	losartan	201
43547036103	d03821	d03821	losartan	losartan	201
43547036109	d03821	d03821	losartan	losartan	201
43547036111	d03821	d03821	losartan	losartan	201
43547036203	d03821	d03821	losartan	losartan	201
43547036209	d03821	d03821	losartan	losartan	201
43547036211	d03821	d03821	losartan	losartan	201
43547037310	d00049	d03428	acetaminophen	acetaminophen-hydrocodone	4
43547037703	d04803	d04803	voriconazole	voriconazole	368
43547037803	d04803	d04803	voriconazole	voriconazole	368
43547037906	d05355	d05355	duloxetine	duloxetine	106
43547038003	d05355	d05355	duloxetine	duloxetine	106
43547038009	d05355	d05355	duloxetine	duloxetine	106
43547038011	d05355	d05355	duloxetine	duloxetine	106
43547038103	d05355	d05355	duloxetine	duloxetine	106
43547038109	d05355	d05355	duloxetine	duloxetine	106
43547038111	d05355	d05355	duloxetine	duloxetine	106
43547038203	d04099	d04099	donepezil	donepezil	101
43547038209	d04099	d04099	donepezil	donepezil	101
43547039410	d03864	d03864	glimepiride	glimepiride	156
43547039450	d03864	d03864	glimepiride	glimepiride	156
43547039510	d03864	d03864	glimepiride	glimepiride	156
43547039550	d03864	d03864	glimepiride	glimepiride	156
43547039610	d03864	d03864	glimepiride	glimepiride	156
43547039650	d03864	d03864	glimepiride	glimepiride	156
43547040903	d03157	d03157	paroxetine	paroxetine	257
43547042303	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
43547042309	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
43547042311	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
43547042409	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
43547042509	d03821	d03830	losartan	hydrochlorothiazide-losartan	201
43598034490	d04758	d04758	imatinib	imatinib	167
43598039467	d04597	d04597	tetrabenazine	tetrabenazine	333
43598043501	d00321	d00321	nitroglycerin	nitroglycerin	234
43598043601	d00321	d00321	nitroglycerin	nitroglycerin	234
43598043611	d00321	d00321	nitroglycerin	nitroglycerin	234
43598043701	d00321	d00321	nitroglycerin	nitroglycerin	234
43598050910	d04749	d04749	esomeprazole	esomeprazole	126
43598050930	d04749	d04749	esomeprazole	esomeprazole	126
43598050990	d04749	d04749	esomeprazole	esomeprazole	126
43598051010	d04749	d04749	esomeprazole	esomeprazole	126
43598051030	d04749	d04749	esomeprazole	esomeprazole	126
43598051090	d04749	d04749	esomeprazole	esomeprazole	126
43598054701	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
43598054701	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
43598055430	d04825	d04825	aripiprazole	aripiprazole	22
43598055430	d04825	d04825	aripiprazole	aripiprazole	23
43598055530	d04825	d04825	aripiprazole	aripiprazole	22
43598055530	d04825	d04825	aripiprazole	aripiprazole	23
43598055630	d04825	d04825	aripiprazole	aripiprazole	22
43598055630	d04825	d04825	aripiprazole	aripiprazole	23
43598055730	d04825	d04825	aripiprazole	aripiprazole	22
43598055730	d04825	d04825	aripiprazole	aripiprazole	23
43598055830	d04825	d04825	aripiprazole	aripiprazole	22
43598055830	d04825	d04825	aripiprazole	aripiprazole	23
43598055930	d04825	d04825	aripiprazole	aripiprazole	22
43598055930	d04825	d04825	aripiprazole	aripiprazole	23
43598056601	d00236	d00236	fluoxetine	fluoxetine	142
43598056630	d00236	d00236	fluoxetine	fluoxetine	142
43598056830	d00873	d00873	trimipramine	trimipramine	352
43598058310	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
43598058330	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
43598058390	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
43598058410	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
43598058430	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
43598058490	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
43598058530	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
43598058590	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
43598058630	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
43598058690	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
43598072101	d00035	d00817	chloroquine	hydroxychloroquine	63
43598072105	d00035	d00817	chloroquine	hydroxychloroquine	63
43598073330	d04825	d04825	aripiprazole	aripiprazole	22
43598073330	d04825	d04825	aripiprazole	aripiprazole	23
43598074330	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
43825010201	d00049	d00049	acetaminophen	acetaminophen	4
43975030510	d04286	d04286	fenofibrate	fenofibrate	135
43975030610	d04286	d04286	fenofibrate	fenofibrate	135
43975044410	d04286	d04286	fenofibrate	fenofibrate	135
44183022016	d00207	d03368	dextromethorphan	brompheniramine/dextromethorphan/pse	93
44183044001	d00049	d03459	acetaminophen	apap/dichloralphenazone/isometheptene	4
44183044201	d00049	d03459	acetaminophen	apap/dichloralphenazone/isometheptene	4
44567070125	d00052	d00052	ceftriaxone	ceftriaxone	56
44567070225	d00052	d00052	ceftriaxone	ceftriaxone	56
44567070301	d00052	d00052	ceftriaxone	ceftriaxone	56
45043000102	d07574	d07574	cholic acid	cholic acid	65
45802013275	d04286	d04286	fenofibrate	fenofibrate	135
45802020126	d00049	d00049	acetaminophen	acetaminophen	4
45802021001	d00321	d00321	nitroglycerin	nitroglycerin	234
45802021002	d00321	d00321	nitroglycerin	nitroglycerin	234
45802023865	d04442	d07965	pioglitazone	alogliptin-pioglitazone	268
45802024502	d03828	d03828	lansoprazole	lansoprazole	188
45802024503	d03828	d03828	lansoprazole	lansoprazole	188
45802026065	d04442	d07965	pioglitazone	alogliptin-pioglitazone	268
45802030465	d04442	d07965	pioglitazone	alogliptin-pioglitazone	268
45802031575	d04286	d04286	fenofibrate	fenofibrate	135
45802035165	d04442	d07965	pioglitazone	alogliptin-pioglitazone	268
45802040265	d04442	d07965	pioglitazone	alogliptin-pioglitazone	268
45802049965	d04442	d07965	pioglitazone	alogliptin-pioglitazone	268
45802077078	d03864	d03864	glimepiride	glimepiride	156
45802082278	d03864	d03864	glimepiride	glimepiride	156
45802088830	d00325	d00325	omeprazole	omeprazole	245
45802088855	d00325	d00325	omeprazole	omeprazole	245
45802094778	d03864	d03864	glimepiride	glimepiride	156
45963029330	d00873	d00873	trimipramine	trimipramine	352
45963029430	d00873	d00873	trimipramine	trimipramine	352
45963034102	d00145	d00145	desipramine	desipramine	88
45963034202	d00145	d00145	desipramine	desipramine	88
45963034302	d00145	d00145	desipramine	desipramine	88
45963034402	d00145	d00145	desipramine	desipramine	88
45963034502	d00145	d00145	desipramine	desipramine	88
45963034650	d00145	d00145	desipramine	desipramine	88
45963046003	d03828	d03828	lansoprazole	lansoprazole	188
45963046103	d03828	d03828	lansoprazole	lansoprazole	188
45963046110	d03828	d03828	lansoprazole	lansoprazole	188
45963053830	d00867	d00867	ondansetron	ondansetron	246
45963053930	d00867	d00867	ondansetron	ondansetron	246
45963056108	d04099	d04099	donepezil	donepezil	101
45963056508	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
45963056530	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
45963056608	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
45963056630	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
45963056708	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
45963056730	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
45963056808	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
45963056830	d00746	d05348	simvastatin	ezetimibe-simvastatin	307
45963056908	d04514	d04514	pantoprazole	pantoprazole	256
45963057008	d04514	d04514	pantoprazole	pantoprazole	256
45985064601	d01128	d03618	methylene blue	hyoscyamine/methenam/m-blue/phenyl salicyl	212
46122039078	d00049	d00049	acetaminophen	acetaminophen	4
46672005310	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
46672005350	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
47335017923	d04597	d04597	tetrabenazine	tetrabenazine	333
47335027723	d04597	d04597	tetrabenazine	tetrabenazine	333
47335038186	d05355	d05355	duloxetine	duloxetine	106
47335038188	d05355	d05355	duloxetine	duloxetine	106
47335038281	d05355	d05355	duloxetine	duloxetine	106
47335038283	d05355	d05355	duloxetine	duloxetine	106
47335038318	d05355	d05355	duloxetine	duloxetine	106
47335038383	d05355	d05355	duloxetine	duloxetine	106
47335047281	d04758	d04758	imatinib	imatinib	167
47335047583	d04758	d04758	imatinib	imatinib	167
47335053183	d03826	d03826	tramadol	tramadol	347
47335053383	d03826	d03826	tramadol	tramadol	347
47335053783	d03826	d03826	tramadol	tramadol	347
47335058081	d04514	d04514	pantoprazole	pantoprazole	256
47335058281	d04851	d04851	rosuvastatin	rosuvastatin	299
47335058381	d04851	d04851	rosuvastatin	rosuvastatin	299
47335058481	d04851	d04851	rosuvastatin	rosuvastatin	299
47335058583	d04851	d04851	rosuvastatin	rosuvastatin	299
47335075883	d03181	d03181	venlafaxine	venlafaxine	364
47335075983	d03181	d03181	venlafaxine	venlafaxine	364
47335076083	d03181	d03181	venlafaxine	venlafaxine	364
47335083583	d04750	d04750	galantamine	galantamine	151
47335083683	d04750	d04750	galantamine	galantamine	151
47335083783	d04750	d04750	galantamine	galantamine	151
47335085983	d03826	d03826	tramadol	tramadol	347
47335086083	d03826	d03826	tramadol	tramadol	347
47335086183	d03826	d03826	tramadol	tramadol	347
47335089413	d04258	d04258	clopidogrel	clopidogrel	71
47335089481	d04258	d04258	clopidogrel	clopidogrel	71
47335089483	d04258	d04258	clopidogrel	clopidogrel	71
47335092418	d03828	d03828	lansoprazole	lansoprazole	188
47335092483	d03828	d03828	lansoprazole	lansoprazole	188
47335092488	d03828	d03828	lansoprazole	lansoprazole	188
47781010830	d04461	d04461	exemestane	exemestane	131
47781019601	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
47781019601	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
47781019605	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
47781019605	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
47781022901	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
47781022901	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
47781022905	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
47781022905	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
47781022963	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
47781022963	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
47781023001	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
47781023001	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
47781023005	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
47781023005	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
47781023063	d00049	d03431	acetaminophen	acetaminophen-oxycodone	4
47781023063	d00329	d03431	oxycodone	acetaminophen-oxycodone	250
47781026301	d00329	d00329	oxycodone	oxycodone	250
47781026305	d00329	d00329	oxycodone	oxycodone	250
47781026401	d00329	d00329	oxycodone	oxycodone	250
47781026405	d00329	d00329	oxycodone	oxycodone	250
47781026501	d00329	d00329	oxycodone	oxycodone	250
47781026505	d00329	d00329	oxycodone	oxycodone	250
47781026830	d04500	d04500	moxifloxacin	moxifloxacin	223
47781029603	d00321	d00321	nitroglycerin	nitroglycerin	234
47781029703	d00321	d00321	nitroglycerin	nitroglycerin	234
47781029803	d00321	d00321	nitroglycerin	nitroglycerin	234
47781029903	d00321	d00321	nitroglycerin	nitroglycerin	234
47781030301	d00112	d00112	nitrofurantoin	nitrofurantoin	233
47781030601	d00112	d00112	nitrofurantoin	nitrofurantoin	233
47781030701	d00112	d00112	nitrofurantoin	nitrofurantoin	233
47781030801	d00112	d00112	nitrofurantoin	nitrofurantoin	233
47781033331	d00098	d00098	dapsone	dapsone	80
47781033431	d00098	d00098	dapsone	dapsone	80
47781046671	d04803	d04803	voriconazole	voriconazole	368
47781053401	d00049	d03456	acetaminophen	acetaminophen-butalbital	4
47781053501	d00049	d03456	acetaminophen	acetaminophen-butalbital	4
47781053601	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
47781053605	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
47781060030	d00236	d00236	fluoxetine	fluoxetine	142
47781062501	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
47781062505	d00049	d03455	acetaminophen	acetaminophen/butalbital/caffeine	4
47781062801	d00049	d03456	acetaminophen	acetaminophen-butalbital	4
49348000110	d00170	d00170	aspirin	aspirin	26
49348000123	d00170	d00170	aspirin	aspirin	26
49348019107	d00170	d00170	aspirin	aspirin	26
49348028423	d00170	d00170	aspirin	aspirin	26
49348030146	d03828	d03828	lansoprazole	lansoprazole	188
49348049807	d00170	d00170	aspirin	aspirin	26
49348075653	d00170	d00170	aspirin	aspirin	26
49348075707	d00170	d00170	aspirin	aspirin	26
49348084646	d00325	d00325	omeprazole	omeprazole	245
49348084661	d00325	d00325	omeprazole	omeprazole	245
49348084678	d00325	d00325	omeprazole	omeprazole	245
49348093782	d00170	d00170	aspirin	aspirin	26
49348098015	d00170	d00170	aspirin	aspirin	26
49348098023	d00170	d00170	aspirin	aspirin	26
